Opportunity ID #;OG;Industry Segment;ToW;Closed Quarter;IC  -  Net Revenue;MC  -  Net Revenue;SC  -  Net Revenue;SI  -  Net Revenue;TC  -  Net Revenue;AO  -  Net Revenue;BPO  -  Net Revenue;IO  -  Net Revenue;Responsible Business Entity;Contract Extension Flag;Software Delivery;Client Location
10516614;Resources;RS Chem;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10516623;Financial Services;FS Banking;C;FY16Q2;S;S;M;S;S;S;S;S;Strategy;N;N;Belgium
10516624;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Belgium
10516638;Resources;RS Energy;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10516644;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10516652;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;M;S;Operations;N;N;Netherlands
10516653;Resources;RS Energy;O;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;Y;France
10516660;Products;PD Retail;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10516675;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10516700;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10516702;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10516708;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10516720;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10516726;Products;PD Ind Equip;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;Y;N;France
10516735;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10516747;Products;PD Auto;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;Y;N;France
10516758;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10516773;Products;PD Ind Equip;C;FY16Q3;S;S;S;M;S;S;S;S;Technology;Y;Y;France
10516783;Products;PD Retail;C;FY16Q2;L;S;S;S;S;S;S;S;Operations;Y;N;Netherlands
10516807;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10516843;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10516865;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;Y;N;Belgium
10517003;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;S;S;S;S;S;Strategy;Y;N;Netherlands
10517014;Resources;RS Util;CO;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;Belgium
10517102;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;Y;Belgium
10517104;Communications, Media & Technology;CMT SW&P;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;Y;Netherlands
10517114;Products;PD Auto;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10517119;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;France
10517131;Financial Services;FS Insurance;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10517132;Financial Services;FS Insurance;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10517149;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10517236;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10517238;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10517240;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10517269;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Belgium
10517270;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Belgium
10517272;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Belgium
10517274;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Belgium
10517333;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10517335;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517338;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;Netherlands
10517339;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;M;S;Operations;N;N;Netherlands
10517345;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517352;Resources;RS Util;O;FY16Q2;S;S;S;S;S;M;S;S;Digital;Y;N;Netherlands
10517356;Products;PD Life Sciences;C;FY16Q3;S;S;S;S;S;S;S;S;OG;Y;N;France
10517358;Products;PD Ind Equip;C;FY16Q3;M;S;S;S;S;S;S;S;Operations;Y;N;France
10517361;Products;PD Life Sciences;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10517364;Financial Services;FS Banking;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517365;Financial Services;FS Insurance;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517367;Financial Services;FS Insurance;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517368;Products;PD Retail;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517369;Products;PD Con Goods & Srvcs;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517372;Communications, Media & Technology;CMT C&M;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517374;Products;PD Con Goods & Srvcs;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517378;Products;PD Con Goods & Srvcs;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517379;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517389;Communications, Media & Technology;CMT C&M;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517393;Financial Services;FS Banking;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517395;Products;PD Con Goods & Srvcs;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10517442;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10517466;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;M;S;S;S;S;S;Technology;N;N;France
10517478;Resources;RS Energy;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
10517490;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10517611;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;Y;Netherlands
10517618;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517633;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517646;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517651;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10517684;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10517689;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;M;S;S;S;OG;Y;N;Netherlands
10517690;Resources;RS Energy;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;Netherlands
10517703;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10517711;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10517727;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517729;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;Y;France
10517730;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10517732;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10517734;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10517746;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517755;Resources;RS Nat Res;C;FY16Q3;S;S;S;S;S;S;S;S;OG;Y;N;France
10517762;Products;PD Retail;C;FY16Q3;S;S;L;S;S;S;S;S;Strategy;N;N;France
10517765;Resources;RS Util;O;FY16Q2;S;S;S;S;S;M;S;S;Technology;N;N;France
10517766;Financial Services;FS Banking;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10517778;Products;PD Retail;C;FY16Q2;S;M;M;S;L;S;S;S;OG;N;N;Netherlands
10517781;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Belgium
10517798;Products;PD Travel;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;N;Y;France
10517813;Products;PD Auto;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10517815;Products;PD Con Goods & Srvcs;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
10517849;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10517856;Financial Services;FS Banking;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;France
10517870;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;M;S;S;S;S;S;Strategy;Y;N;Netherlands
10517871;Communications, Media & Technology;CMT E&HT;C;FY16Q4;S;S;M;S;S;S;S;S;Strategy;Y;N;Netherlands
10517872;Resources;RS Util;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;France
10517894;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
10517900;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10517910;Communications, Media & Technology;CMT C&M;CO;FY16Q4;S;S;S;S;S;M;S;S;Technology;N;N;Netherlands
10517916;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;M;S;S;Digital;N;Y;Netherlands
10517922;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10517923;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
10517930;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;Y;France
10517934;Financial Services;FS Capital Markets;C;FY16Q4;S;S;M;S;S;S;S;S;Strategy;N;N;Belgium
10517936;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;M;S;S;S;OG;N;N;Netherlands
10517948;Financial Services;FS Capital Markets;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10517958;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10517975;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10517976;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10517991;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;France
10517999;Products;PD Life Sciences;O;FY16Q2;S;S;S;S;S;M;S;S;Technology;Y;N;France
10518000;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;M;S;S;S;OG;N;;Netherlands
10518004;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;M;S;S;S;OG;N;;Netherlands
10518006;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;Y;France
10518007;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10518009;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10518017;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10518018;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;M;S;S;S;OG;N;;Netherlands
10518028;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10518047;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10518054;Products;PD Travel;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
10518081;Products;PD Ind Equip;O;FY16Q4;S;S;S;S;S;L;S;S;Technology;Y;N;France
10518088;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10518089;Products;PD Transp Svc;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10518099;Financial Services;FS Insurance;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10518112;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Belgium
10518223;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10518234;Products;PD Travel;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;Y;France
10518556;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10518607;Products;PD Auto;O;FY16Q4;S;S;S;S;S;M;S;S;Digital;N;N;France
10518635;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;Netherlands
10518672;Financial Services;FS Capital Markets;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Luxembourg
10518682;Financial Services;FS Insurance;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10518683;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;L;S;S;S;S;S;Strategy;Y;N;France
10518700;Products;PD Life Sciences;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10518721;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10518729;Financial Services;FS Banking;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
10518730;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10518750;Products;PD Retail;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;N;N;France
10518755;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;S;L;S;Operations;Y;N;France
10518781;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;M;S;S;S;S;Technology;N;N;France
10518786;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;;France
10518802;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Belgium
10518804;Products;PD Con Goods & Srvcs;C;FY16Q4;S;S;S;L;M;S;S;S;Technology;Y;N;Netherlands
10518822;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Belgium
10518870;Health & Public Service;H&PS Health;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10518878;Health & Public Service;H&PS Defns/PubSafety;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Belgium
10518881;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10518904;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10518906;Products;PD Life Sciences;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10518917;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10518922;Communications, Media & Technology;CMT E&HT;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;;France
10518928;Financial Services;FS Insurance;C;FY16Q3;M;S;S;S;S;S;S;S;Operations;Y;N;France
10518947;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10518969;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10518985;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10518986;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10518999;Resources;RS Energy;C;FY16Q4;S;S;S;S;M;S;S;S;OG;N;Y;France
10519016;Resources;RS Util;O;FY16Q4;S;S;S;S;S;S;S;S;Digital;Y;N;France
10519023;Health & Public Service;H&PS Defns/PubSafety;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Belgium
10519030;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10519032;Resources;RS Util;O;FY16Q3;S;S;S;S;S;S;S;S;Digital;Y;N;France
10519048;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10519059;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10519080;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
10519083;Products;PD Con Goods & Srvcs;C;FY16Q4;S;S;S;S;M;S;S;S;OG;N;N;Netherlands
10519085;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10519086;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10519088;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;M;S;Operations;N;N;France
10519113;Products;PD Ind Equip;C;FY16Q3;S;S;S;S;S;S;S;S;Digital;N;N;France
10519119;Products;PD Life Sciences;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
10519149;Health & Public Service;H&PS Health;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10519154;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519213;Financial Services;FS Capital Markets;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519246;Communications, Media & Technology;CMT E&HT;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;Y;N;France
10519249;Communications, Media & Technology;CMT E&HT;CO;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519253;Communications, Media & Technology;CMT E&HT;CO;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519340;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10519342;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;Y;N;Netherlands
10519344;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10519368;Financial Services;FS Capital Markets;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Belgium
10519369;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;M;S;S;S;S;S;Strategy;N;N;France
10519373;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10519389;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10519396;Products;PD Retail;C;FY16Q2;S;S;S;M;M;S;S;S;OG;Y;N;France
10519402;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;France
10519410;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;Y;Netherlands
10519428;Products;PD Retail;C;FY16Q2;S;S;S;S;L;S;S;S;OG;N;N;France
10519440;Financial Services;FS Banking;C;FY16Q3;S;S;S;S;S;S;S;S;Strategy;N;N;Belgium
10519461;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10519463;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10519464;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10519478;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519526;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;L;L;S;S;S;OG;N;Y;Luxembourg
10519528;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Luxembourg
10519533;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;M;M;S;S;S;OG;Y;N;Netherlands
10519534;Resources;RS Chem;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
10519565;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10519571;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10519582;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10519587;Resources;RS Energy;C;FY16Q3;S;S;S;L;S;S;S;S;Technology;N;N;Netherlands
10519595;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;Netherlands
10519596;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10519605;Products;PD Travel;C;FY16Q2;S;S;S;S;M;S;S;S;OG;Y;N;Netherlands
10519607;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10519626;Products;PD Ind Equip;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10519660;Resources;RS Util;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10519661;Products;PD Travel;C;FY16Q4;S;S;S;S;M;S;S;S;OG;Y;N;Netherlands
10519674;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10519675;Resources;RS Energy;C;FY16Q4;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10519686;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10519696;Communications, Media & Technology;CMT E&HT;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;France
10519700;Products;PD Con Goods & Srvcs;CO;FY16Q3;S;S;S;M;S;L;L;S;OG;N;Y;Belgium
10519718;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Belgium
10519722;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10519736;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;France
10519747;Products;PD Life Sciences;O;FY16Q2;S;S;S;S;S;M;S;S;Digital;N;N;Belgium
10519759;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10519761;Resources;RS Util;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;Y;N;France
10519768;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;N;France
10519770;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10519773;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;France
10519777;Resources;RS Util;O;FY16Q2;S;S;S;S;S;M;S;S;Digital;Y;N;France
10519804;Financial Services;FS Insurance;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10519813;Financial Services;FS Capital Markets;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10520046;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10520053;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10520079;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10520098;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10520104;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10520105;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;France
10520111;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;L;L;S;S;S;OG;N;N;France
10520114;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10520122;Financial Services;FS Insurance;C;FY16Q4;S;S;S;S;S;S;S;S;Strategy;N;N;France
10520128;Products;PD Life Sciences;C;FY16Q2;S;S;S;L;S;S;S;S;Digital;Y;N;Netherlands
10520146;Products;PD Ind Equip;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10520153;Resources;RS Energy;C;FY16Q2;S;S;S;S;L;S;S;S;OG;N;N;France
10520158;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;Netherlands
10520159;Financial Services;FS Insurance;CO;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10520161;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;France
10520166;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;France
10520190;Products;PD Retail;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;N;N;France
10520209;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10520226;Products;PD Life Sciences;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10520240;Products;PD Travel;O;FY16Q4;S;S;S;S;S;XL;S;S;Technology;Y;Y;France
10520262;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10520274;Resources;RS Energy;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10520286;Financial Services;FS Insurance;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10520287;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;M;S;S;S;S;S;Strategy;N;N;France
10520297;Products;PD Retail;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;France
10520341;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10520345;Products;PD Retail;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10520346;Products;PD Transp Svc;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10520355;Products;PD Life Sciences;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10520358;Financial Services;FS Banking;C;FY16Q2;S;S;M;S;S;S;S;S;Strategy;Y;N;France
10520360;Financial Services;FS Capital Markets;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
